Some weights of the model checkpoint at ../model/mengzi-bert-base-fin were not used when initializing BertForTokenClassification: ['sop.cls.bias', 'cls.predictions.transform.dense.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.bias', 'cls.predictions.bias', 'pos_transform.dense.bias', 'pos_transform.LayerNorm.bias', 'pos_head.weight', 'sop.cls.weight', 'cls.predictions.transform.LayerNorm.weight', 'pos_transform.dense.weight', 'cls.predictions.transform.dense.weight', 'pos_head.bias', 'pos_transform.LayerNorm.weight']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/mengzi-bert-base-fin and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'eval_loss': 4.313064098358154, 'eval_runtime': 0.3379, 'eval_samples_per_second': 115.431, 'eval_steps_per_second': 14.799, 'epoch': 1.0}
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/bert_FinBERT and are newly initialized: ['classifier.weight', 'classifier.bias']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'eval_loss': 2.894094467163086, 'eval_runtime': 0.3345, 'eval_samples_per_second': 116.597, 'eval_steps_per_second': 14.948, 'epoch': 1.0}
{'eval_loss': 1.1618962287902832, 'eval_runtime': 0.3282, 'eval_samples_per_second': 118.829, 'eval_steps_per_second': 15.235, 'epoch': 2.0}
{'eval_loss': 0.43328768014907837, 'eval_runtime': 0.3297, 'eval_samples_per_second': 118.296, 'eval_steps_per_second': 15.166, 'epoch': 3.0}
{'eval_loss': 0.33733034133911133, 'eval_runtime': 0.3292, 'eval_samples_per_second': 118.458, 'eval_steps_per_second': 15.187, 'epoch': 4.0}
{'eval_loss': 0.3026799261569977, 'eval_runtime': 0.3311, 'eval_samples_per_second': 117.79, 'eval_steps_per_second': 15.101, 'epoch': 5.0}
{'eval_loss': 0.26747792959213257, 'eval_runtime': 0.3341, 'eval_samples_per_second': 116.748, 'eval_steps_per_second': 14.968, 'epoch': 6.0}
{'eval_loss': 0.24288040399551392, 'eval_runtime': 0.3296, 'eval_samples_per_second': 118.339, 'eval_steps_per_second': 15.172, 'epoch': 7.0}
{'eval_loss': 0.2182578593492508, 'eval_runtime': 0.3294, 'eval_samples_per_second': 118.412, 'eval_steps_per_second': 15.181, 'epoch': 8.0}
{'eval_loss': 0.19784605503082275, 'eval_runtime': 0.3337, 'eval_samples_per_second': 116.872, 'eval_steps_per_second': 14.984, 'epoch': 9.0}
{'eval_loss': 0.17912781238555908, 'eval_runtime': 0.3314, 'eval_samples_per_second': 117.697, 'eval_steps_per_second': 15.089, 'epoch': 10.0}
{'eval_loss': 0.16184775531291962, 'eval_runtime': 0.3296, 'eval_samples_per_second': 118.308, 'eval_steps_per_second': 15.168, 'epoch': 11.0}
{'eval_loss': 0.1457250416278839, 'eval_runtime': 0.3378, 'eval_samples_per_second': 115.458, 'eval_steps_per_second': 14.802, 'epoch': 12.0}
{'eval_loss': 0.12942998111248016, 'eval_runtime': 0.3295, 'eval_samples_per_second': 118.379, 'eval_steps_per_second': 15.177, 'epoch': 13.0}
{'eval_loss': 0.11616276204586029, 'eval_runtime': 0.3275, 'eval_samples_per_second': 119.07, 'eval_steps_per_second': 15.265, 'epoch': 14.0}
{'eval_loss': 0.10461527109146118, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.818, 'eval_steps_per_second': 15.105, 'epoch': 15.0}
{'eval_loss': 0.09201338142156601, 'eval_runtime': 0.3359, 'eval_samples_per_second': 116.091, 'eval_steps_per_second': 14.883, 'epoch': 16.0}
{'eval_loss': 0.08236362040042877, 'eval_runtime': 0.3288, 'eval_samples_per_second': 118.626, 'eval_steps_per_second': 15.208, 'epoch': 17.0}
{'eval_loss': 0.07393092662096024, 'eval_runtime': 0.3304, 'eval_samples_per_second': 118.021, 'eval_steps_per_second': 15.131, 'epoch': 18.0}
{'eval_loss': 0.06658408045768738, 'eval_runtime': 0.3298, 'eval_samples_per_second': 118.263, 'eval_steps_per_second': 15.162, 'epoch': 19.0}
{'loss': 0.5223, 'learning_rate': 1e-05, 'epoch': 20.0}
{'eval_loss': 0.06018035113811493, 'eval_runtime': 0.3336, 'eval_samples_per_second': 116.896, 'eval_steps_per_second': 14.987, 'epoch': 20.0}
{'eval_loss': 0.05444038659334183, 'eval_runtime': 0.3292, 'eval_samples_per_second': 118.46, 'eval_steps_per_second': 15.187, 'epoch': 21.0}
{'eval_loss': 0.04974239692091942, 'eval_runtime': 0.3303, 'eval_samples_per_second': 118.077, 'eval_steps_per_second': 15.138, 'epoch': 22.0}
{'eval_loss': 0.04546704888343811, 'eval_runtime': 0.3338, 'eval_samples_per_second': 116.825, 'eval_steps_per_second': 14.978, 'epoch': 23.0}
{'eval_loss': 0.041855692863464355, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.723, 'eval_steps_per_second': 15.093, 'epoch': 24.0}
{'eval_loss': 0.03983012214303017, 'eval_runtime': 0.328, 'eval_samples_per_second': 118.905, 'eval_steps_per_second': 15.244, 'epoch': 25.0}
{'eval_loss': 0.036085352301597595, 'eval_runtime': 0.3292, 'eval_samples_per_second': 118.485, 'eval_steps_per_second': 15.19, 'epoch': 26.0}
{'eval_loss': 0.03288125991821289, 'eval_runtime': 0.3291, 'eval_samples_per_second': 118.492, 'eval_steps_per_second': 15.191, 'epoch': 27.0}
{'eval_loss': 0.03097025491297245, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.731, 'eval_steps_per_second': 15.094, 'epoch': 28.0}
{'eval_loss': 0.02857590653002262, 'eval_runtime': 0.3316, 'eval_samples_per_second': 117.614, 'eval_steps_per_second': 15.079, 'epoch': 29.0}
{'eval_loss': 0.02713187225162983, 'eval_runtime': 0.3348, 'eval_samples_per_second': 116.503, 'eval_steps_per_second': 14.936, 'epoch': 30.0}
{'eval_loss': 0.024710075929760933, 'eval_runtime': 0.3329, 'eval_samples_per_second': 117.14, 'eval_steps_per_second': 15.018, 'epoch': 31.0}
{'eval_loss': 0.023086201399564743, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.833, 'eval_steps_per_second': 15.107, 'epoch': 32.0}
{'eval_loss': 0.021980930119752884, 'eval_runtime': 0.3303, 'eval_samples_per_second': 118.066, 'eval_steps_per_second': 15.137, 'epoch': 33.0}
{'eval_loss': 0.02059091441333294, 'eval_runtime': 0.3335, 'eval_samples_per_second': 116.952, 'eval_steps_per_second': 14.994, 'epoch': 34.0}
{'eval_loss': 0.018787439912557602, 'eval_runtime': 0.3363, 'eval_samples_per_second': 115.984, 'eval_steps_per_second': 14.87, 'epoch': 35.0}
{'eval_loss': 0.01749323680996895, 'eval_runtime': 0.3283, 'eval_samples_per_second': 118.78, 'eval_steps_per_second': 15.228, 'epoch': 36.0}
{'eval_loss': 0.016595862805843353, 'eval_runtime': 0.3314, 'eval_samples_per_second': 117.669, 'eval_steps_per_second': 15.086, 'epoch': 37.0}
{'eval_loss': 0.015465224161744118, 'eval_runtime': 0.3287, 'eval_samples_per_second': 118.648, 'eval_steps_per_second': 15.211, 'epoch': 38.0}
{'eval_loss': 0.014510543085634708, 'eval_runtime': 0.3291, 'eval_samples_per_second': 118.504, 'eval_steps_per_second': 15.193, 'epoch': 39.0}
{'loss': 0.0387, 'learning_rate': 1e-05, 'epoch': 40.0}
{'eval_loss': 0.013670218177139759, 'eval_runtime': 0.3393, 'eval_samples_per_second': 114.955, 'eval_steps_per_second': 14.738, 'epoch': 40.0}
{'eval_loss': 0.01269333902746439, 'eval_runtime': 0.3422, 'eval_samples_per_second': 113.979, 'eval_steps_per_second': 14.613, 'epoch': 41.0}
{'eval_loss': 0.01199105754494667, 'eval_runtime': 0.3288, 'eval_samples_per_second': 118.608, 'eval_steps_per_second': 15.206, 'epoch': 42.0}
{'eval_loss': 0.011291983537375927, 'eval_runtime': 0.3293, 'eval_samples_per_second': 118.448, 'eval_steps_per_second': 15.186, 'epoch': 43.0}
{'eval_loss': 0.010853379964828491, 'eval_runtime': 0.3295, 'eval_samples_per_second': 118.371, 'eval_steps_per_second': 15.176, 'epoch': 44.0}
{'eval_loss': 0.010017238557338715, 'eval_runtime': 0.3308, 'eval_samples_per_second': 117.886, 'eval_steps_per_second': 15.114, 'epoch': 45.0}
{'eval_loss': 0.009672172367572784, 'eval_runtime': 0.3312, 'eval_samples_per_second': 117.741, 'eval_steps_per_second': 15.095, 'epoch': 46.0}
{'eval_loss': 0.00923112127929926, 'eval_runtime': 0.3326, 'eval_samples_per_second': 117.248, 'eval_steps_per_second': 15.032, 'epoch': 47.0}
{'eval_loss': 0.00877639465034008, 'eval_runtime': 0.3305, 'eval_samples_per_second': 117.993, 'eval_steps_per_second': 15.127, 'epoch': 48.0}
{'eval_loss': 0.008943040855228901, 'eval_runtime': 0.3383, 'eval_samples_per_second': 115.297, 'eval_steps_per_second': 14.782, 'epoch': 49.0}
{'eval_loss': 0.008267730474472046, 'eval_runtime': 0.3283, 'eval_samples_per_second': 118.787, 'eval_steps_per_second': 15.229, 'epoch': 50.0}
{'eval_loss': 0.0077703166753053665, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.81, 'eval_steps_per_second': 15.104, 'epoch': 51.0}
{'eval_loss': 0.00735276797786355, 'eval_runtime': 0.3315, 'eval_samples_per_second': 117.642, 'eval_steps_per_second': 15.082, 'epoch': 52.0}
{'eval_loss': 0.00710154278203845, 'eval_runtime': 0.3318, 'eval_samples_per_second': 117.552, 'eval_steps_per_second': 15.071, 'epoch': 53.0}
{'eval_loss': 0.0067274379543960094, 'eval_runtime': 0.3323, 'eval_samples_per_second': 117.351, 'eval_steps_per_second': 15.045, 'epoch': 54.0}
{'eval_loss': 0.006447331048548222, 'eval_runtime': 0.3328, 'eval_samples_per_second': 117.19, 'eval_steps_per_second': 15.024, 'epoch': 55.0}
{'eval_loss': 0.006106983870267868, 'eval_runtime': 0.3297, 'eval_samples_per_second': 118.282, 'eval_steps_per_second': 15.164, 'epoch': 56.0}
{'eval_loss': 0.005845590494573116, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.736, 'eval_steps_per_second': 15.094, 'epoch': 57.0}
{'eval_loss': 0.0054613444954156876, 'eval_runtime': 0.3324, 'eval_samples_per_second': 117.341, 'eval_steps_per_second': 15.044, 'epoch': 58.0}
{'eval_loss': 0.0053568268194794655, 'eval_runtime': 0.3335, 'eval_samples_per_second': 116.954, 'eval_steps_per_second': 14.994, 'epoch': 59.0}
{'loss': 0.0136, 'learning_rate': 1e-05, 'epoch': 60.0}
{'eval_loss': 0.0052646067924797535, 'eval_runtime': 0.3435, 'eval_samples_per_second': 113.553, 'eval_steps_per_second': 14.558, 'epoch': 60.0}
{'eval_loss': 0.00500074215233326, 'eval_runtime': 0.3295, 'eval_samples_per_second': 118.345, 'eval_steps_per_second': 15.172, 'epoch': 61.0}
{'eval_loss': 0.004897037521004677, 'eval_runtime': 0.3362, 'eval_samples_per_second': 116.018, 'eval_steps_per_second': 14.874, 'epoch': 62.0}
{'eval_loss': 0.004565146751701832, 'eval_runtime': 0.3473, 'eval_samples_per_second': 112.29, 'eval_steps_per_second': 14.396, 'epoch': 63.0}
{'eval_loss': 0.0044429730623960495, 'eval_runtime': 0.3349, 'eval_samples_per_second': 116.465, 'eval_steps_per_second': 14.931, 'epoch': 64.0}
{'eval_loss': 0.004606527741998434, 'eval_runtime': 0.3322, 'eval_samples_per_second': 117.402, 'eval_steps_per_second': 15.052, 'epoch': 65.0}
{'eval_loss': 0.004061357118189335, 'eval_runtime': 0.3302, 'eval_samples_per_second': 118.12, 'eval_steps_per_second': 15.144, 'epoch': 66.0}
{'eval_loss': 0.003998409025371075, 'eval_runtime': 0.3418, 'eval_samples_per_second': 114.104, 'eval_steps_per_second': 14.629, 'epoch': 67.0}
{'eval_loss': 0.0041272323578596115, 'eval_runtime': 0.3337, 'eval_samples_per_second': 116.864, 'eval_steps_per_second': 14.983, 'epoch': 68.0}
{'eval_loss': 0.0036173127591609955, 'eval_runtime': 0.3307, 'eval_samples_per_second': 117.918, 'eval_steps_per_second': 15.118, 'epoch': 69.0}
{'eval_loss': 0.003530900925397873, 'eval_runtime': 0.3316, 'eval_samples_per_second': 117.627, 'eval_steps_per_second': 15.08, 'epoch': 70.0}
{'eval_loss': 0.003786322893574834, 'eval_runtime': 0.3292, 'eval_samples_per_second': 118.466, 'eval_steps_per_second': 15.188, 'epoch': 71.0}
{'eval_loss': 0.003562026657164097, 'eval_runtime': 0.3381, 'eval_samples_per_second': 115.361, 'eval_steps_per_second': 14.79, 'epoch': 72.0}
{'eval_loss': 0.0031888694502413273, 'eval_runtime': 0.333, 'eval_samples_per_second': 117.122, 'eval_steps_per_second': 15.016, 'epoch': 73.0}
{'eval_loss': 0.0030343893449753523, 'eval_runtime': 0.3299, 'eval_samples_per_second': 118.235, 'eval_steps_per_second': 15.158, 'epoch': 74.0}
{'eval_loss': 0.0030584358610212803, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.823, 'eval_steps_per_second': 15.106, 'epoch': 75.0}
{'eval_loss': 0.002817297587171197, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.712, 'eval_steps_per_second': 15.091, 'epoch': 76.0}
{'eval_loss': 0.0027315653860569, 'eval_runtime': 0.3315, 'eval_samples_per_second': 117.661, 'eval_steps_per_second': 15.085, 'epoch': 77.0}
{'eval_loss': 0.0026461307425051928, 'eval_runtime': 0.338, 'eval_samples_per_second': 115.399, 'eval_steps_per_second': 14.795, 'epoch': 78.0}
{'eval_loss': 0.002514103427529335, 'eval_runtime': 0.3427, 'eval_samples_per_second': 113.815, 'eval_steps_per_second': 14.592, 'epoch': 79.0}
{'loss': 0.0067, 'learning_rate': 1e-05, 'epoch': 80.0}
{'eval_loss': 0.00242495140992105, 'eval_runtime': 0.33, 'eval_samples_per_second': 118.175, 'eval_steps_per_second': 15.151, 'epoch': 80.0}
{'eval_loss': 0.0022815598640590906, 'eval_runtime': 0.3321, 'eval_samples_per_second': 117.431, 'eval_steps_per_second': 15.055, 'epoch': 81.0}
{'eval_loss': 0.002205910626798868, 'eval_runtime': 0.3274, 'eval_samples_per_second': 119.126, 'eval_steps_per_second': 15.273, 'epoch': 82.0}
{'eval_loss': 0.0021409287583082914, 'eval_runtime': 0.3309, 'eval_samples_per_second': 117.856, 'eval_steps_per_second': 15.11, 'epoch': 83.0}
{'eval_loss': 0.0021000958513468504, 'eval_runtime': 0.3312, 'eval_samples_per_second': 117.763, 'eval_steps_per_second': 15.098, 'epoch': 84.0}
{'eval_loss': 0.0019488576799631119, 'eval_runtime': 0.3295, 'eval_samples_per_second': 118.357, 'eval_steps_per_second': 15.174, 'epoch': 85.0}
{'eval_loss': 0.0019205475691705942, 'eval_runtime': 0.3324, 'eval_samples_per_second': 117.337, 'eval_steps_per_second': 15.043, 'epoch': 86.0}
{'eval_loss': 0.0018459331477060914, 'eval_runtime': 0.3409, 'eval_samples_per_second': 114.41, 'eval_steps_per_second': 14.668, 'epoch': 87.0}
{'eval_loss': 0.0017217145068570971, 'eval_runtime': 0.3307, 'eval_samples_per_second': 117.932, 'eval_steps_per_second': 15.119, 'epoch': 88.0}
{'eval_loss': 0.0017480826936662197, 'eval_runtime': 0.3317, 'eval_samples_per_second': 117.573, 'eval_steps_per_second': 15.073, 'epoch': 89.0}
{'eval_loss': 0.0016169545706361532, 'eval_runtime': 0.3319, 'eval_samples_per_second': 117.501, 'eval_steps_per_second': 15.064, 'epoch': 90.0}
{'eval_loss': 0.0016784388571977615, 'eval_runtime': 0.3304, 'eval_samples_per_second': 118.038, 'eval_steps_per_second': 15.133, 'epoch': 91.0}
{'eval_loss': 0.001514764386229217, 'eval_runtime': 0.3325, 'eval_samples_per_second': 117.299, 'eval_steps_per_second': 15.038, 'epoch': 92.0}
{'eval_loss': 0.0016099581262096763, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.713, 'eval_steps_per_second': 15.091, 'epoch': 93.0}
{'eval_loss': 0.0015512978425249457, 'eval_runtime': 0.3311, 'eval_samples_per_second': 117.807, 'eval_steps_per_second': 15.103, 'epoch': 94.0}
{'eval_loss': 0.0017267903313040733, 'eval_runtime': 0.3356, 'eval_samples_per_second': 116.207, 'eval_steps_per_second': 14.898, 'epoch': 95.0}
{'eval_loss': 0.001483143656514585, 'eval_runtime': 0.3304, 'eval_samples_per_second': 118.022, 'eval_steps_per_second': 15.131, 'epoch': 96.0}
{'eval_loss': 0.0014739198377355933, 'eval_runtime': 0.3328, 'eval_samples_per_second': 117.174, 'eval_steps_per_second': 15.022, 'epoch': 97.0}
{'eval_loss': 0.001468147849664092, 'eval_runtime': 0.3342, 'eval_samples_per_second': 116.679, 'eval_steps_per_second': 14.959, 'epoch': 98.0}
{'eval_loss': 0.0013127746060490608, 'eval_runtime': 0.3326, 'eval_samples_per_second': 117.268, 'eval_steps_per_second': 15.034, 'epoch': 99.0}
{'loss': 0.0039, 'learning_rate': 1e-05, 'epoch': 100.0}
{'eval_loss': 0.001301900832913816, 'eval_runtime': 0.3306, 'eval_samples_per_second': 117.975, 'eval_steps_per_second': 15.125, 'epoch': 100.0}
{'train_runtime': 215.4038, 'train_samples_per_second': 18.106, 'train_steps_per_second': 2.321, 'train_loss': 0.11704329752922057, 'epoch': 100.0}
Some weights of the model checkpoint at ../model/bert_FinBERT were not used when initializing BertForTokenClassification: ['cls.predictions.transform.dense.bias', 'cls.predictions.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.decoder.weight', 'cls.predictions.transform.dense.weight', 'cls.seq_relationship.bias', 'cls.seq_relationship.weight']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/bert_FinBERT and are newly initialized: ['classifier.weight', 'classifier.bias']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'eval_loss': 3.5116777420043945, 'eval_runtime': 0.3289, 'eval_samples_per_second': 118.577, 'eval_steps_per_second': 15.202, 'epoch': 1.0}
{'eval_loss': 1.546809434890747, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.703, 'eval_steps_per_second': 15.09, 'epoch': 2.0}
{'eval_loss': 0.4932187795639038, 'eval_runtime': 0.3489, 'eval_samples_per_second': 111.786, 'eval_steps_per_second': 14.332, 'epoch': 3.0}
{'eval_loss': 0.3515779674053192, 'eval_runtime': 0.332, 'eval_samples_per_second': 117.47, 'eval_steps_per_second': 15.06, 'epoch': 4.0}
{'eval_loss': 0.31642499566078186, 'eval_runtime': 0.3326, 'eval_samples_per_second': 117.242, 'eval_steps_per_second': 15.031, 'epoch': 5.0}
{'eval_loss': 0.27927878499031067, 'eval_runtime': 0.3371, 'eval_samples_per_second': 115.706, 'eval_steps_per_second': 14.834, 'epoch': 6.0}
{'eval_loss': 0.25767582654953003, 'eval_runtime': 0.3387, 'eval_samples_per_second': 115.137, 'eval_steps_per_second': 14.761, 'epoch': 7.0}
{'eval_loss': 0.23558232188224792, 'eval_runtime': 0.3329, 'eval_samples_per_second': 117.163, 'eval_steps_per_second': 15.021, 'epoch': 8.0}
{'eval_loss': 0.21525798738002777, 'eval_runtime': 0.3386, 'eval_samples_per_second': 115.171, 'eval_steps_per_second': 14.766, 'epoch': 9.0}
{'eval_loss': 0.19671116769313812, 'eval_runtime': 0.3327, 'eval_samples_per_second': 117.224, 'eval_steps_per_second': 15.029, 'epoch': 10.0}
{'eval_loss': 0.17919380962848663, 'eval_runtime': 0.3316, 'eval_samples_per_second': 117.603, 'eval_steps_per_second': 15.077, 'epoch': 11.0}
{'eval_loss': 0.16258032619953156, 'eval_runtime': 0.3378, 'eval_samples_per_second': 115.444, 'eval_steps_per_second': 14.801, 'epoch': 12.0}
{'eval_loss': 0.14652374386787415, 'eval_runtime': 0.3316, 'eval_samples_per_second': 117.61, 'eval_steps_per_second': 15.078, 'epoch': 13.0}
{'eval_loss': 0.1314900666475296, 'eval_runtime': 0.3343, 'eval_samples_per_second': 116.658, 'eval_steps_per_second': 14.956, 'epoch': 14.0}
{'eval_loss': 0.1172604039311409, 'eval_runtime': 0.3418, 'eval_samples_per_second': 114.102, 'eval_steps_per_second': 14.628, 'epoch': 15.0}
{'eval_loss': 0.10519061982631683, 'eval_runtime': 0.3357, 'eval_samples_per_second': 116.167, 'eval_steps_per_second': 14.893, 'epoch': 16.0}
{'eval_loss': 0.09516116976737976, 'eval_runtime': 0.3302, 'eval_samples_per_second': 118.106, 'eval_steps_per_second': 15.142, 'epoch': 17.0}
{'eval_loss': 0.08654595166444778, 'eval_runtime': 0.3329, 'eval_samples_per_second': 117.161, 'eval_steps_per_second': 15.021, 'epoch': 18.0}
{'eval_loss': 0.0785956159234047, 'eval_runtime': 0.3332, 'eval_samples_per_second': 117.063, 'eval_steps_per_second': 15.008, 'epoch': 19.0}
{'loss': 0.6058, 'learning_rate': 8.000000000000001e-06, 'epoch': 20.0}
{'eval_loss': 0.07127359509468079, 'eval_runtime': 0.3336, 'eval_samples_per_second': 116.911, 'eval_steps_per_second': 14.989, 'epoch': 20.0}
{'eval_loss': 0.0652974545955658, 'eval_runtime': 0.3348, 'eval_samples_per_second': 116.491, 'eval_steps_per_second': 14.935, 'epoch': 21.0}
{'eval_loss': 0.06093837693333626, 'eval_runtime': 0.3321, 'eval_samples_per_second': 117.42, 'eval_steps_per_second': 15.054, 'epoch': 22.0}
{'eval_loss': 0.05588700249791145, 'eval_runtime': 0.3454, 'eval_samples_per_second': 112.918, 'eval_steps_per_second': 14.477, 'epoch': 23.0}
{'eval_loss': 0.05178920924663544, 'eval_runtime': 0.3304, 'eval_samples_per_second': 118.037, 'eval_steps_per_second': 15.133, 'epoch': 24.0}
{'eval_loss': 0.04816107079386711, 'eval_runtime': 0.3302, 'eval_samples_per_second': 118.122, 'eval_steps_per_second': 15.144, 'epoch': 25.0}
{'eval_loss': 0.044870130717754364, 'eval_runtime': 0.3338, 'eval_samples_per_second': 116.851, 'eval_steps_per_second': 14.981, 'epoch': 26.0}
{'eval_loss': 0.042097024619579315, 'eval_runtime': 0.3486, 'eval_samples_per_second': 111.862, 'eval_steps_per_second': 14.341, 'epoch': 27.0}
{'eval_loss': 0.03979417309165001, 'eval_runtime': 0.3318, 'eval_samples_per_second': 117.543, 'eval_steps_per_second': 15.07, 'epoch': 28.0}
{'eval_loss': 0.037725768983364105, 'eval_runtime': 0.3321, 'eval_samples_per_second': 117.436, 'eval_steps_per_second': 15.056, 'epoch': 29.0}
{'eval_loss': 0.03557039424777031, 'eval_runtime': 0.3314, 'eval_samples_per_second': 117.7, 'eval_steps_per_second': 15.09, 'epoch': 30.0}
{'eval_loss': 0.03311470150947571, 'eval_runtime': 0.3325, 'eval_samples_per_second': 117.278, 'eval_steps_per_second': 15.036, 'epoch': 31.0}
{'eval_loss': 0.03126370161771774, 'eval_runtime': 0.3334, 'eval_samples_per_second': 116.967, 'eval_steps_per_second': 14.996, 'epoch': 32.0}
{'eval_loss': 0.029904598370194435, 'eval_runtime': 0.342, 'eval_samples_per_second': 114.028, 'eval_steps_per_second': 14.619, 'epoch': 33.0}
{'eval_loss': 0.028100725263357162, 'eval_runtime': 0.3317, 'eval_samples_per_second': 117.584, 'eval_steps_per_second': 15.075, 'epoch': 34.0}
{'eval_loss': 0.026599550619721413, 'eval_runtime': 0.3326, 'eval_samples_per_second': 117.249, 'eval_steps_per_second': 15.032, 'epoch': 35.0}
{'eval_loss': 0.025225026533007622, 'eval_runtime': 0.3319, 'eval_samples_per_second': 117.489, 'eval_steps_per_second': 15.063, 'epoch': 36.0}
{'eval_loss': 0.023978736251592636, 'eval_runtime': 0.332, 'eval_samples_per_second': 117.468, 'eval_steps_per_second': 15.06, 'epoch': 37.0}
{'eval_loss': 0.022953089326620102, 'eval_runtime': 0.3321, 'eval_samples_per_second': 117.431, 'eval_steps_per_second': 15.055, 'epoch': 38.0}
{'eval_loss': 0.02173725888133049, 'eval_runtime': 0.3521, 'eval_samples_per_second': 110.771, 'eval_steps_per_second': 14.201, 'epoch': 39.0}
{'loss': 0.0488, 'learning_rate': 6e-06, 'epoch': 40.0}
{'eval_loss': 0.02070489339530468, 'eval_runtime': 0.3318, 'eval_samples_per_second': 117.553, 'eval_steps_per_second': 15.071, 'epoch': 40.0}
{'eval_loss': 0.019849160686135292, 'eval_runtime': 0.3379, 'eval_samples_per_second': 115.433, 'eval_steps_per_second': 14.799, 'epoch': 41.0}
{'eval_loss': 0.01886686682701111, 'eval_runtime': 0.332, 'eval_samples_per_second': 117.471, 'eval_steps_per_second': 15.06, 'epoch': 42.0}
{'eval_loss': 0.01815030723810196, 'eval_runtime': 0.3363, 'eval_samples_per_second': 115.978, 'eval_steps_per_second': 14.869, 'epoch': 43.0}
{'eval_loss': 0.017421940341591835, 'eval_runtime': 0.3341, 'eval_samples_per_second': 116.717, 'eval_steps_per_second': 14.964, 'epoch': 44.0}
{'eval_loss': 0.016675598919391632, 'eval_runtime': 0.3348, 'eval_samples_per_second': 116.493, 'eval_steps_per_second': 14.935, 'epoch': 45.0}
{'eval_loss': 0.015997780486941338, 'eval_runtime': 0.3315, 'eval_samples_per_second': 117.639, 'eval_steps_per_second': 15.082, 'epoch': 46.0}
{'eval_loss': 0.015567585825920105, 'eval_runtime': 0.3427, 'eval_samples_per_second': 113.804, 'eval_steps_per_second': 14.59, 'epoch': 47.0}
{'eval_loss': 0.014887788332998753, 'eval_runtime': 0.3338, 'eval_samples_per_second': 116.825, 'eval_steps_per_second': 14.978, 'epoch': 48.0}
{'eval_loss': 0.01430386584252119, 'eval_runtime': 0.334, 'eval_samples_per_second': 116.777, 'eval_steps_per_second': 14.971, 'epoch': 49.0}
{'eval_loss': 0.013850436545908451, 'eval_runtime': 0.3344, 'eval_samples_per_second': 116.635, 'eval_steps_per_second': 14.953, 'epoch': 50.0}
{'eval_loss': 0.013330375775694847, 'eval_runtime': 0.3348, 'eval_samples_per_second': 116.487, 'eval_steps_per_second': 14.934, 'epoch': 51.0}
{'eval_loss': 0.012914805673062801, 'eval_runtime': 0.3314, 'eval_samples_per_second': 117.674, 'eval_steps_per_second': 15.086, 'epoch': 52.0}
